,Unnamed: 0,Адрес обращения,Дом,Дата,текст обращения,ids,listTextAppealLem
6844,6844,улица Пирогова,18 корп. 1,2021-06-04 20:15:58.746,"По адресу  ул. Пирогова 18/1 необходим ремонт крыши, подъездов. Большие кварплаты.",16844,"['адрес', 'ул', 'пирогов', '18', '/', '1', 'необходимый', 'ремонт', 'крыша', 'подъезд', 'большой', 'кварплата']"
6845,6845,улица Социалистическая,19,2021-06-12 13:11:33.944,"Негде отдыхать пожилому населению, нет детской площадки, плохая дорога",16845,"['негде', 'отдыхать', 'пожилой', 'население', 'детский', 'площадка', 'плохой', 'дорога']"
6846,6846,улица Чернышевского,23,2021-06-07 13:50:21.736,"1. Установить лежащие полицейские во дворе
2. Стены покрасить (разрисованы)
3. Не работает вентиляция",16846,"['1', 'устанавливать', 'лежать', 'полицейский', 'двор', '2', 'стена', 'покрасить', ' (', 'разрисовывать', ')\n', '3', 'работать', 'вентиляция']"
6847,6847,улица Кукшумская,9,2021-06-11 20:50:45.095,"заасфальтировать  тротуар от Кукшумской до остановки ""ботанический сад"".",16847,"['заасфальтировать', 'тротуар', 'кукшумский', 'остановка', ' ""', 'ботанический', 'сад', '""']"
6848,6848,улица Кукшумская,9,2021-06-11 20:48:32.901,"Заасфальтировать  тротуар от Кукшумской до остановки ""ботанический сад"".",16848,"['заасфальтировать', 'тротуар', 'кукшумский', 'остановка', ' ""', 'ботанический', 'сад', '""']"
6849,6849,улица Винокурова,61,2021-06-08 18:47:46.138,"Нет настила на детской площадке и тротуарной дорожки. Нет тротуарной дорожки от ""Нарспи"" до роддома. Вдоль рощи нет пешеходной дорожки от Набережной до СОШ 10",16849,"['настил', 'детский', 'площадка', 'тротуарный', 'дорожка', 'тротуарный', 'дорожка', ' ""', 'нарспать', '"" ', 'роддом', 'вдоль', 'роща', 'пешеходный', 'дорожка', 'набережная', 'сош', '10']"
6850,6850,улица Николая Рождественского,1,2021-06-07 21:21:34.098,Хотим присоединиться к 4 гимназии.,16850,"['хотеть', 'присоединяться', '4', 'гимназия']"
6851,6851,улица Композитора Максимова,9,2021-06-05 22:03:56.044,дет.площадку,16851,"['дет', 'площадка']"
6852,6852,улица Воинов интернационалистов,45,2021-06-12 10:20:30.094,Хотелось бы благоустроить дорогу перед 51 детским садом. Она уже вся разбита,16852,"['хотеться', 'благоустраивать', 'дорога', '51', 'детский', 'сад', 'весь', 'разбивать']"
6853,6853,улица Чернышевского,19 корп. 1,2021-06-07 19:45:07.097,Школа в Финской долине,16853,"['школа', 'финский', 'долина']"
6854,6854,улица Чернышевского,19 корп. 1,2021-06-07 19:41:15.317,Облагородить реку Чебоксарка,16854,"['облагораживать', 'река', 'чебоксарка']"
6855,6855,улица Эльгера,32А корп. -,2021-06-12 15:07:22.902,"Благоустройство двора, детская площадка.",16855,"['благоустройство', 'двор', 'детский', 'площадка']"
6856,6856,улица Университетская,8,2021-06-13 12:38:58.410,Детскую площадку современную с резиновым покрытием,16856,"['детский', 'площадка', 'современный', 'резиновый', 'покрытие']"
6857,6857,улица 10 Пятилетки,44,2021-06-09 22:58:57.675,"1) Двор 44 дома 10-й пятилетки парковка и дет. площадка
2) Ремонт д/с 35 фасад и дорогу площадки",16857,"['1', ') ', 'двор', '44', 'дом', '10', '-', 'й', 'пятилетка', 'парковка', 'дет', 'площадка', '2', ') ', 'ремонт', 'д', '/', '35', 'фасад', 'дорога', 'площадка']"
